"Freq [GHz]","Phi [deg]","Theta [deg]","GainTotal []"
35,-114,154,0.00795637010323301
35,-114,156,0.0071660650979152
35,-114,158,0.00815927769158672
35,-114,160,0.0108156939659491
35,-114,162,0.0149406838439943
35,-114,164,0.0202736702600871
35,-114,166,0.026501666520497
35,-114,168,0.0332769504158204
35,-114,170,0.0402374296670279
35,-114,172,0.0470280069920988
35,-114,174,0.0533212030059548
35,-114,176,0.0588354391988907
35,-114,178,0.0633496899797098
35,-114,180,0.0667136285396354
35,-112,0,4.82413308903293
35,-112,2,4.83769516192439
35,-112,4,4.83032431100564
35,-112,6,4.80264213935093
35,-112,8,4.75560478545277
35,-112,10,4.69045330067027
35,-112,12,4.60865598759478
35,-112,14,4.5118466538331
35,-112,16,4.4017626952272
35,-112,18,4.28018656583267
35,-112,20,4.14889357815177
35,-112,22,4.00960818367401
35,-112,24,3.86396999753315
35,-112,26,3.71350993952898
35,-112,28,3.55963604725991
35,-112,30,3.4036278422472
35,-112,32,3.24663764418262
35,-112,34,3.08969695666228
35,-112,36,2.93372599097526
35,-112,38,2.77954453116835
35,-112,40,2.62788263361409
35,-112,42,2.47939004515068
35,-112,44,2.3346436580499
35,-112,46,2.19415274276948
35,-112,48,2.05836206508496
35,-112,50,1.92765327108657
35,-112,52,1.8023450959678
35,-112,54,1.68269302033424
35,-112,56,1.56888897362692
35,-112,58,1.46106158974584
35,-112,60,1.35927738094447
35,-112,62,1.26354303843034
35,-112,64,1.17380891437518
35,-112,66,1.08997360719411
35,-112,68,1.01188947055852
35,-112,70,0.939368800999013
35,-112,72,0.872190428259956
35,-112,74,0.810106432140582
35,-112,76,0.752848732542561
35,-112,78,0.700135338182525
35,-112,80,0.651676086582651
35,-112,82,0.607177757260661
35,-112,84,0.566348486722564
35,-112,86,0.52890145473478
35,-112,88,0.494557844733626
35,-112,90,0.463049106709244
35,-112,92,0.43411856905227
35,-112,94,0.407522457936614
35,-112,96,0.383030390501746
35,-112,98,0.360425413226151
35,-112,100,0.339503661228824
35,-112,102,0.320073719327828
35,-112,104,0.301955772624315
35,-112,106,0.284980643667387
35,-112,108,0.268988824633777
35,-112,110,0.253829625287356
35,-112,112,0.239360568673471
35,-112,114,0.225447173524485
35,-112,116,0.211963261394843
35,-112,118,0.198791913333843
35,-112,120,0.185827171222142
35,-112,122,0.172976529290532
35,-112,124,0.160164189993601
35,-112,126,0.147334966108812
35,-112,128,0.134458601945041
35,-112,130,0.121534169281113
35,-112,132,0.108594080824819
35,-112,134,0.0957071720638883
35,-112,136,0.0829802501963545
35,-112,138,0.0705575151886048
35,-112,140,0.0586173385335602
35,-112,142,0.0473660487631167
35,-112,144,0.0370286176857162
35,-112,146,0.0278364532552198
35,-112,148,0.0200128557782492
35,-112,150,0.0137570435074186
35,-112,152,0.00922795331877331
35,-112,154,0.00652922273473281
35,-112,156,0.00569681877165304
35,-112,158,0.00669067029348652
35,-112,160,0.00939137947279596
35,-112,162,0.0136026562207598
35,-112,164,0.0190595835241151
35,-112,166,0.025442246966614
35,-112,168,0.0323937227714243
35,-112,170,0.039540986662059
35,-112,172,0.0465170364455435
35,-112,174,0.0529824452712903
35,-112,176,0.0586446810793515
35,-112,178,0.0632738131172577
35,-112,180,0.0667136285396343
35,-110,0,4.82413308903293
35,-110,2,4.83799871171727
35,-110,4,4.8313141403335
35,-110,6,4.80472439098492
35,-110,8,4.75919557783419
35,-110,10,4.69596403343184
35,-110,12,4.61647802869523
35,-110,14,4.52233611544727
35,-110,16,4.41522603128318
35,-110,18,4.29686770334507
35,-110,20,4.16896322741491
35,-110,22,4.03315586312912
35,-110,24,3.89099916548095
35,-110,26,3.74393645733507
35,-110,28,3.59329001944937
35,-110,30,3.44025870052442
35,-110,32,3.28592217692249
35,-110,34,3.13124984323009
35,-110,36,2.97711228955077
35,-110,38,2.82429349513195
35,-110,40,2.67350219770468
35,-110,42,2.52538132837579
35,-110,44,2.38051487288551
35,-110,46,2.23943197434662
35,-110,48,2.10260848277567
35,-110,50,1.97046644987807
35,-110,52,1.84337224741234
35,-110,54,1.72163405404098
35,-110,56,1.60549942246663
35,-110,58,1.49515352887947
35,-110,60,1.39071854803036
35,-110,62,1.29225441751404
35,-110,64,1.19976107860993
35,-110,66,1.1131821270169
35,-110,68,1.03240968695828
35,-110,70,0.957290241668214
35,-110,72,0.88763111176078
35,-110,74,0.82320726579504
35,-110,76,0.763768167293539
35,-110,78,0.709044401326991
35,-110,80,0.658753873513252
35,-110,82,0.612607427908529
35,-110,84,0.570313782333166
35,-110,86,0.531583726404844
35,-110,88,0.496133566800123
35,-110,90,0.46368783528184
35,-110,92,0.433981298168603
35,-110,94,0.406760322323862
35,-110,96,0.381783664031574
35,-110,98,0.358822755143504
35,-110,100,0.33766156744609
35,-110,102,0.31809614288249
35,-110,104,0.299933885228113
35,-110,106,0.28299271859817
35,-110,108,0.267100229539325
35,-110,110,0.252092921309407
35,-110,112,0.237815719208578
35,-110,114,0.224121871494936
35,-110,116,0.210873387733944
35,-110,118,0.197942141194472
35,-110,120,0.185211729998209
35,-110,122,0.172580139832671
35,-110,124,0.159963177491481
35,-110,126,0.147298550250454
35,-110,128,0.134550355540268
35,-110,130,0.121713627050438
35,-110,132,0.108818470056894
35,-110,134,0.095933226871003
35,-110,136,0.0831660616153208
35,-110,138,0.0706643607480648
35,-110,140,0.0586114274107086
35,-110,142,0.0472201125250154
35,-110,144,0.0367232721730427
35,-110,146,0.0273612549516646
35,-110,148,0.0193669768789025
35,-110,150,0.0129494950953983
35,-110,152,0.00827729712784925
35,-110,154,0.00546273053662608
35,-110,156,0.00454906577782647
35,-110,158,0.00550158556610343
35,-110,160,0.00820382129341002
35,-110,162,0.0124596309741016
35,-110,164,0.018001278271987
35,-110,166,0.0245030921321009
35,-110,168,0.0315997347624929
35,-110,170,0.0389076533422261
35,-110,172,0.046047994898523
35,-110,174,0.0526691577359801
35,-110,176,0.0584672414431119
35,-110,178,0.0632029175364856
35,-110,180,0.0667136285396331
35,-108,0,4.82413308903293
35,-108,2,4.83828249694513
35,-108,4,4.83228335378781
35,-108,6,4.80680246603875
35,-108,8,4.76281356423504
35,-108,10,4.70154526519723
35,-108,12,4.624422312782
35,-108,14,4.5330041792393
35,-108,16,4.42892498050293
35,-108,18,4.31383820726937
35,-108,20,4.18936906682567
35,-108,22,4.05707635394092
35,-108,24,3.91842481662507
35,-108,26,3.77476804684867
35,-108,28,3.62734109060118
35,-108,30,3.47726130289213
35,-108,32,3.32553551711605
35,-108,34,3.17307137590067
35,-108,36,3.02069067838272
35,-108,38,2.86914280988488
35,-108,40,2.71911668852495
35,-108,42,2.57125013144382
35,-108,44,2.4261360486464
35,-108,46,2.28432535581466
35,-108,48,2.1463269099618
35,-108,50,2.01260507954663
35,-108,52,1.88357574700783
35,-108,54,1.75960160680533
35,-108,56,1.64098758032633
35,-108,58,1.52797704472292
35,-108,60,1.42074939525526
35,-108,62,1.31941925977119
35,-108,64,1.22403748590178
35,-108,66,1.13459384678521
35,-108,68,1.05102127291348
35,-108,70,0.973201322209418
35,-108,72,0.900970547750084
35,-108,74,0.834127408119893
35,-108,76,0.772439381771405
35,-108,78,0.715649985282059
35,-108,80,0.663485447352852
35,-108,82,0.615660848122879
35,-108,84,0.57188559074298
35,-108,86,0.531868124802091
35,-108,88,0.495319886500292
35,-108,90,0.461958457301195
35,-108,92,0.431509971280128
35,-108,94,0.403710822506068
35,-108,96,0.378308739110022
35,-108,98,0.355063302024069
35,-108,100,0.333745995554002
35,-108,102,0.314139885581702
35,-108,104,0.296039030458115
35,-108,106,0.279247740106567
35,-108,108,0.263579810297778
35,-108,110,0.248857870377574
35,-108,112,0.23491299187314
35,-108,114,0.221584709412203
35,-108,116,0.208721600565169
35,-108,118,0.196182553467201
35,-108,120,0.183838816423434
35,-108,122,0.171576869002589
35,-108,124,0.159302077919278
35,-108,126,0.146943004426166
35,-108,128,0.134456117560531
35,-108,130,0.121830548032228
35,-108,132,0.109092403590639
35,-108,134,0.0963080747796923
35,-108,136,0.0835859087233964
35,-108,138,0.071075636552246
35,-108,140,0.0589650227086426
35,-108,142,0.0474733704169993
35,-108,144,0.0368417657715616
35,-108,146,0.0273202592905585
35,-108,148,0.0191525410362811
35,-108,150,0.012559024053198
35,-108,152,0.00771956339051756
35,-108,154,0.00475725510713695
35,-108,156,0.00372483841781739
35,-108,158,0.00459513599882472
35,-108,160,0.00725670513789412
35,-108,162,0.0115154535808824
35,-108,164,0.0171024408080271
35,-108,166,0.0236874997441563
35,-108,168,0.0308977476922323
35,-108,170,0.0383395797228851
35,-108,172,0.045622411408611
35,-108,174,0.0523822971907036
35,-108,176,0.0583036050160636
35,-108,178,0.0631371589490317
35,-108,180,0.0667136285396319
35,-106,0,4.82413308903293
35,-106,2,4.83854543852589
35,-106,4,4.83322761721048
35,-106,6,4.80886630186647
35,-106,8,4.76644029149046
35,-106,10,4.70716742279253
35,-106,12,4.63244547660375
35,-106,14,4.54379120763866
35,-106,16,4.44278145308015
35,-106,18,4.330999774047
35,-106,20,4.20999132999955
35,-106,22,4.08122776946489
35,-106,24,3.94608293843885
35,-106,26,3.80581925530524
35,-106,28,3.66158376205434
35,-106,30,3.51441220231198
35,-106,32,3.3652390411022
35,-106,34,3.2149111481428
35,-106,36,3.06420290918869
35,-106,38,2.91383077868424
35,-106,40,2.7644656934278
35,-106,42,2.61674227086586
35,-106,44,2.47126425269075
35,-106,46,2.32860616405473
35,-106,48,2.18931159096069
35,-106,50,2.05388879869208
35,-106,52,1.92280460563439
35,-106,54,1.7964774899426
35,-106,56,1.67527085626406
35,-106,58,1.5594872515214
35,-106,60,1.4493641233749
35,-106,62,1.34507149378479
35,-106,64,1.24671170107982
35,-106,66,1.15432116904184
35,-106,68,1.06787400528997
35,-106,70,0.98728712081592
35,-106,72,0.912426498502369
35,-106,74,0.843114216481749
35,-106,76,0.779135844670399
35,-106,78,0.720247870614427
35,-106,80,0.666184864659907
35,-106,82,0.616666156079484
35,-106,84,0.571401854369123
35,-106,86,0.530098108521096
35,-106,88,0.492461548556862
35,-106,90,0.458202896473905
35,-106,92,0.427039767862087
35,-106,94,0.398698711601233
35,-106,96,0.372916554727669
35,-106,98,0.349441134541508
35,-106,100,0.3280315121463
35,-106,102,0.308457772486136
35,-106,104,0.290500526760345
35,-106,106,0.273950244420151
35,-106,108,0.258606553572803
35,-106,110,0.244277659433102
35,-106,112,0.230780038430189
35,-106,114,0.217938567776766
35,-106,116,0.205587243118519
35,-106,118,0.193570616328693
35,-106,120,0.18174604778892
35,-106,122,0.169986809656926
35,-106,124,0.158185997412185
35,-106,126,0.146261107721839
35,-106,128,0.134159026111096
35,-106,130,0.121861046756889
35,-106,132,0.109387431744486
35,-106,134,0.0968009246766802
35,-106,136,0.0842085821295821
35,-106,138,0.0717612945689449
35,-106,140,0.0596504513595914
35,-106,142,0.0481013712680234
35,-106,144,0.0373633693431447
35,-106,146,0.0276966498194227
35,-106,148,0.0193565759212712
35,-106,150,0.0125762322766516
35,-106,152,0.00754851692234762
35,-106,154,0.00440922835104257
35,-106,156,0.00322270512108246
35,-106,158,0.00397150137630535
35,-106,160,0.00655133190067853
35,-106,162,0.0107721102373621
35,-106,164,0.0163653725006056
35,-106,166,0.0229977872186259
35,-106,168,0.0302898686783158
35,-106,170,0.0378385090783653
35,-106,172,0.0452415837721313
35,-106,174,0.0521227041534037
35,-106,176,0.058154208535993
35,-106,178,0.0630766802086844
35,-106,180,0.0667136285396308
35,-104,0,4.82413308903293
35,-104,2,4.8387864513148
35,-104,4,4.83414250852681
35,-104,6,4.81090560792823
35,-104,8,4.7700569044061
35,-104,10,4.71280035241834
35,-104,12,4.64050342739855
35,-104,14,4.55463675123681
35,-104,16,4.45671656902941
35,-104,18,4.34825347149225
35,-104,20,4.23070995591851
35,-104,22,4.10546846270488
35,-104,24,3.97381051504164
35,-104,26,3.83690662323593
35,-104,28,3.69581577667596
35,-104,30,3.5514927008726
35,-104,32,3.40480064594251
35,-104,34,3.25652731209643
35,-104,36,3.10740159729063
35,-104,38,2.95810913929677
35,-104,40,2.80930506806322
35,-104,42,2.66162292206779
35,-104,44,2.51567924854255
35,-104,46,2.3720739403913
35,-104,48,2.23138681171587
35,-104,50,2.0941712442769
35,-104,52,1.96094593208796
35,-104,54,1.83218581143633
35,-104,56,1.70831320462598
35,-104,58,1.58969005399364
35,-104,60,1.47661191025747
35,-104,62,1.36930409878774
35,-104,64,1.26792024840346
35,-104,66,1.1725431531236
35,-104,68,1.08318776369329
35,-104,70,0.999805980700414
35,-104,72,0.922292845887153
35,-104,74,0.850493698698148
35,-104,76,0.784211873502433
35,-104,78,0.72321654980138
35,-104,80,0.667250423316297
35,-104,82,0.616036931191021
35,-104,84,0.569286832237368
35,-104,86,0.526704007659973
35,-104,88,0.487990405398863
35,-104,90,0.452850100238975
35,-104,92,0.420992481711611
35,-104,94,0.392134613193212
35,-104,96,0.36600282985321
35,-104,98,0.342333661956435
35,-104,100,0.320874185301772
35,-104,102,0.301381913897406
35,-104,104,0.283624362525816
35,-104,106,0.267378419204238
35,-104,108,0.252429679480752
35,-104,110,0.238571904915674
35,-104,112,0.225606774954946
35,-104,114,0.213344101824066
35,-104,116,0.201602668516216
35,-104,118,0.19021182656339
35,-104,120,0.179013949418668
35,-104,122,0.167867776183005
35,-104,124,0.156652598020337
35,-104,126,0.145273137418312
35,-104,128,0.133664853317072
35,-104,130,0.121799281798301
35,-104,132,0.109688905276793
35,-104,134,0.0973909492408755
35,-104,136,0.0850094529935823
35,-104,138,0.0726949679861163
35,-104,140,0.0606413196788632
35,-104,142,0.0490790355211642
35,-104,144,0.0382652920313995
35,-104,146,0.0284705552646762
35,-104,148,0.0199624550791803
35,-104,150,0.0129878062950811
35,-104,152,0.00775402226149783
35,-104,154,0.00441140906463724
35,-104,156,0.00303793713191909
35,-104,158,0.00362802976134804
35,-104,160,0.00608667338689385
35,-104,162,0.0102297544352792
35,-104,164,0.0157909990468434
35,-104,166,0.022435291723695
35,-104,168,0.0297775466785301
35,-104,170,0.0374057729657532
35,-104,172,0.0449065741634969
35,-104,174,0.0518910998358033
35,-104,176,0.0580194391612471
35,-104,178,0.0630216108406485
35,-104,180,0.0667136285396296
35,-102,0,4.82413308903293
35,-102,2,4.83900444951269
35,-102,4,4.83502354180076
35,-102,6,4.812909924833
35,-102,8,4.77364425799766
35,-102,10,4.71841350386744
35,-102,12,4.64855161718358
35,-102,14,4.56547992938353
35,-102,16,4.47065115837337
35,-102,18,4.3655003678419
35,-102,20,4.25140535099329
35,-102,22,4.12965791918618
35,-102,24,4.00144654092378
35,-102,26,3.86784979974913
35,-102,28,3.72983930536591
35,-102,30,3.58829006443839
35,-102,32,3.44399593484328
35,-102,34,3.29768766191785
35,-102,36,3.15005111392937
35,-102,38,3.00174366034849
35,-102,40,2.85340711685291
35,-102,42,2.70567625105805
35,-102,44,2.55918243569022
35,-102,46,2.41455258906393
35,-102,48,2.27240400550331
35,-102,50,2.13333601601723
35,-102,52,1.99791961556546
35,-102,54,1.86668624888692
35,-102,56,1.74011687846446
35,-102,58,1.61863229298862
35,-102,60,1.50258538570931
35,-102,62,1.39225587329383
35,-102,64,1.287847667965
35,-102,66,1.18948888332288
35,-102,68,1.09723426419326
35,-102,70,1.01106969197979
35,-102,72,0.930918331068738
35,-102,74,0.856647944941748
35,-102,76,0.788078915052554
35,-102,78,0.724992531440951
35,-102,80,0.667139181248123
35,-102,82,0.614246130243283
35,-102,84,0.566024665165938
35,-102,86,0.52217643503045
35,-102,88,0.482398893416854
35,-102,90,0.446389798907894
35,-102,92,0.413850776495538
35,-102,94,0.384489979420732
35,-102,96,0.358023919779698
35,-102,98,0.334178559019421
35,-102,100,0.312689767954614
35,-102,102,0.29330328179114
35,-102,104,0.275774290033405
35,-102,106,0.259866814653027
35,-102,108,0.245353042283172
35,-102,110,0.232012786371773
35,-102,112,0.219633261164227
35,-102,114,0.208009348249063
35,-102,116,0.196944524718511
35,-102,118,0.186252596023311
35,-102,120,0.175760332825402
35,-102,122,0.16531104696121
35,-102,124,0.154769056097634
35,-102,126,0.144024881393857
35,-102,128,0.133000902376063
35,-102,130,0.121657067039724
35,-102,132,0.109996135646533
35,-102,134,0.0980678400044327
35,-102,136,0.0859712846552383
35,-102,138,0.0738549208895528
35,-102,140,0.0619135046186022
35,-102,142,0.0503816144617808
35,-102,144,0.0395235570801532
35,-102,146,0.0296198108188338
35,-102,148,0.0209505308569062
35,-102,150,0.0137770216850538
35,-102,152,0.00832242922498583
35,-102,154,0.0047531653677144
35,-102,156,0.00316270634973511
35,-102,158,0.00355936947469433
35,-102,160,0.00585945554545472
35,-102,162,0.00988675590478877
35,-102,164,0.0153788965551436
35,-102,166,0.0220003819325393
35,-102,168,0.0293615759689484
35,-102,170,0.0370422905400219
35,-102,172,0.0446182069472486
35,-102,174,0.0516880840330269
35,-102,176,0.0578996331793146
35,-102,178,0.0629720666275228
35,-102,180,0.0667136285396285
35,-100,0,4.82413308903293
35,-100,2,4.83919835219531
35,-100,4,4.8358661917343
35,-100,6,4.81486868409573
35,-100,8,4.77718303031823
35,-100,10,4.72397611437708
35,-100,12,4.65654531440754
35,-100,14,4.57625980403042
35,-100,16,4.48450624809043
35,-100,18,4.38264213819997
35,-100,20,4.27195911579376
35,-100,22,4.15365759793456
35,-100,24,4.02883296188829
35,-100,26,3.89847255925667
35,-100,28,3.76346200369341
35,-100,30,3.62459856978925
35,-100,32,3.48260919017985
35,-100,34,3.3381704515729
35,-100,36,3.19192815056446
35,-100,38,3.04451433692704
35,-100,40,2.89656028897168
35,-100,42,2.74870446646334
35,-100,44,2.60159510334455
35,-100,46,2.45588767271808
35,-100,48,2.31223792959918
35,-100,50,2.17129157865656
35,-100,52,2.03367180864348
35,-100,54,1.89996598444957
35,-100,56,1.77071270881488
35,-100,58,1.64639028679574
35,-100,60,1.52740738103793
35,-100,62,1.41409636976724
35,-100,64,1.30670964392331
35,-100,66,1.20541883061305
35,-100,68,1.11031672480119
35,-100,70,1.02142155950618
35,-100,72,0.938683148971726
35,-100,74,0.86199039565957
35,-100,76,0.791179652685533
35,-100,78,0.726043468461995
35,-100,80,0.666339299147612
35,-100,82,0.611797846995081
35,-100,84,0.562130760264153
35,-100,86,0.517037506393619
35,-100,88,0.476211300018759
35,-100,90,0.439344028523687
35,-100,92,0.406130169119168
35,-100,94,0.376269733199553
35,-100,96,0.349470307103117
35,-100,98,0.325448285022199
35,-100,100,0.303929411475637
35,-100,102,0.284648769099397
35,-100,104,0.267350363745821
35,-100,106,0.251786473588914
35,-100,108,0.237716941904543
35,-100,110,0.224908603337736
35,-100,112,0.213135038793772
35,-100,114,0.202176851791166
35,-100,116,0.191822645781681
35,-100,118,0.1818708539048
35,-100,120,0.172132526472558
35,-100,122,0.162435114637045
35,-100,124,0.152627200298666
35,-100,126,0.142584013972596
35,-100,128,0.132213458901459
35,-100,130,0.121462229857833
35,-100,132,0.110321491477563
35,-100,134,0.098831479810922
35,-100,136,0.087084330628153
35,-100,138,0.0752244377163258
35,-100,140,0.0634457202574411
35,-100,142,0.0519853407870024
35,-100,144,0.0411136653240962
35,-100,146,0.0311205841463293
35,-100,148,0.0222986910837072
35,-100,150,0.0149242141485342
35,-100,152,0.00923695422492483
35,-100,154,0.00542077070635741
35,-100,156,0.00358630582752302
35,-100,158,0.00375762652224073
35,-100,160,0.00586426579810765
35,-100,162,0.00973976996091539
35,-100,164,0.0151273333933359
35,-100,166,0.0216924809443961
35,-100,168,0.0290421068406555
35,-100,170,0.0367485720685869
35,-100,172,0.044377068634834
35,-100,174,0.051514133933042
35,-100,176,0.0577950750180935
35,-100,178,0.0629281492535001
35,-100,180,0.0667136285396276
35,-98,0,4.82413308903293
35,-98,2,4.83936708893267
35,-98,4,4.83666591846209
35,-98,6,4.81677126823171
35,-98,8,4.78065383514982
35,-98,10,4.72945739093727
35,-98,12,4.66443987124196
35,-98,14,4.58691574448846
35,-98,16,4.49820353285392
35,-98,18,4.39958164480296
35,-98,20,4.292254732394
35,-98,22,4.17733171632016
35,-98,24,4.05581553932784
35,-98,26,3.92860371705636
35,-98,28,3.79649793883882
35,-98,30,3.66022038935383
35,-98,32,3.52043414718414
35,-98,34,3.37776497212961
35,-98,36,3.23282199733515
35,-98,38,3.08621525101713
35,-98,40,2.93856848621646
35,-98,42,2.79052642751624
35,-98,44,2.64275618216373
35,-98,46,2.49594314711802
35,-98,48,2.35078222330831
35,-98,50,2.20796549058008
35,-98,52,2.06816768660835
35,-98,54,1.93203087345969
35,-98,56,1.80014958456118
35,-98,58,1.67305755151436
35,-98,60,1.55121684929778
35,-98,62,1.43501000574506
35,-98,64,1.3247353293737
35,-98,66,1.22060544505499
35,-98,68,1.12274880813268
35,-98,70,1.03121380462238
35,-98,72,0.945974940685632
35,-98,74,0.866940575172619
35,-98,76,0.79396164684715
35,-98,78,0.726840882674912
35,-98,80,0.66534203421553
35,-98,82,0.609198765189347
35,-98,84,0.55812289561239
35,-98,86,0.511811789377653
35,-98,88,0.469954747787115
35,-98,90,0.432238338296855
35,-98,92,0.398350644353935
35,-98,94,0.367984468770675
35,-98,96,0.34083956065064
35,-98,98,0.316623966060504
35,-98,100,0.295054627229914
35,-98,102,0.275857375718241
35,-98,104,0.258766482961494
35,-98,106,0.243523947522179
35,-98,108,0.229878712034911
35,-98,110,0.217586013211531
35,-98,112,0.206407073385694
35,-98,114,0.19610933917307
35,-98,116,0.186467458528231
35,-98,118,0.177265158155642
35,-98,120,0.168298135462818
35,-98,122,0.159378010465214
35,-98,124,0.150337292310373
35,-98,126,0.141035203858396
35,-98,128,0.131364080726334
35,-98,130,0.121255926879698
35,-98,132,0.110688579780412
35,-98,134,0.0996908305100461
35,-98,136,0.0883457769798247
35,-98,138,0.0767916806966719
35,-98,140,0.065219666734698
35,-98,142,0.0538677641203991
35,-98,144,0.0430110322540676
35,-98,146,0.0329478487378355
35,-98,148,0.0239828219335633
35,-98,150,0.0164072013829113
35,-98,152,0.0104780441361879
35,-98,154,0.0063977031567425
35,-98,156,0.00429538541804053
35,-98,158,0.00421254228825404
35,-98,160,0.00609368108961187
35,-98,162,0.00978382517952576
35,-98,164,0.0150333266023829
35,-98,166,0.0215100997235508
35,-98,168,0.0288186631886747
35,-98,170,0.0365247264982142
35,-98,172,0.0441835099308555
35,-98,174,0.051369603832008
35,-98,176,0.0577059965597712
35,-98,178,0.0628899460079279
35,-98,180,0.0667136285396268
35,-96,0,4.82413308903293
35,-96,2,4.8395096054673
35,-96,4,4.83741819249349
35,-96,6,4.81860707081685
35,-96,8,4.78403733385835
35,-96,10,4.73482668993391
35,-96,12,4.6721909849068
35,-96,14,4.59738778098508
35,-96,16,4.51166582695835
35,-96,18,4.41622348810142
35,-96,20,4.31217820912915
35,-96,22,4.20054797574435
35,-96,24,4.08224463565957
35,-96,26,3.95807794351351
35,-96,28,3.82876839015081
35,-96,30,3.69496632279986
35,-96,32,3.55727458679877
35,-96,34,3.41627192061313
35,-96,36,3.27253458674374
35,-96,38,3.12665417340085
35,-96,40,2.97925009260479
35,-96,42,2.83097595959794
35,-96,44,2.68251969652821
35,-96,46,2.53459779821413
35,-96,48,2.38794468057828
35,-96,50,2.24329837119785
35,-96,52,2.10138398303766
35,-96,54,1.96289644116237
35,-96,56,1.8284838273166
35,-96,58,1.69873249860998
35,-96,60,1.57415485977776
35,-96,62,1.45518036011384
35,-96,64,1.34214997942829
35,-96,66,1.23531418921271
35,-96,68,1.13483414457269
35,-96,70,1.04078568999782
35,-96,72,0.953165650563951
35,-96,74,0.87189982628431
35,-96,76,0.796852103143462
35,-96,78,0.727834129355044
35,-96,80,0.664615068169821
35,-96,82,0.606931018175462
35,-96,84,0.554493778938659
35,-96,86,0.506998726474616
35,-96,88,0.464131643980603
35,-96,90,0.425574425216154
35,-96,92,0.391009629350208
35,-96,94,0.360123916971184
35,-96,96,0.332610438247195
35,-96,98,0.308170277523268
35,-96,100,0.28651308577176
35,-96,102,0.26735705497997
35,-96,104,0.250428408074471
35,-96,106,0.235460595025979
35,-96,108,0.222193400239234
35,-96,110,0.2103721772085
35,-96,112,0.199747431806954
35,-96,114,0.190074972751979
35,-96,116,0.181116833394613
35,-96,118,0.172643139363004
35,-96,120,0.164435048254931
35,-96,122,0.156288817814929
35,-96,124,0.14802096667158
35,-96,126,0.139474377939574
35,-96,128,0.130525065184562
35,-96,130,0.121089180632522
35,-96,132,0.111129709471143
35,-96,134,0.100662177944479
35,-96,136,0.0897586258813563
35,-96,138,0.0785490764947658
35,-96,140,0.067219796097889
35,-96,142,0.0560077868971116
35,-96,144,0.0451912014469043
35,-96,146,0.0350756998365604
35,-96,148,0.0259771684050547
35,-96,150,0.0182016460089766
35,-96,152,0.012023713452046
35,-96,154,0.00766494011165787
35,-96,156,0.00527419631765295
35,-96,158,0.00491168687935381
35,-96,160,0.0065384134499341
35,-96,162,0.010012427295914
35,-96,164,0.015092711570259
35,-96,166,0.0214508802968602
35,-96,168,0.0286901665838379
35,-96,170,0.036370472875863
35,-96,172,0.0440376497875506
35,-96,174,0.051254725731398
35,-96,176,0.0576325767544557
35,-96,178,0.0628575295489948
35,-96,180,0.0667136285396263
35,-94,0,4.82413308903293
35,-94,2,4.83962486941993
35,-94,4,4.83811851965466
35,-94,6,4.82036555615094
35,-94,8,4.78731434573768
35,-94,10,4.74005369306895
35,-94,12,4.67975495155309
35,-94,14,4.60761694513376
35,-94,16,4.52481749520324
35,-94,18,4.43247452623009
35,-94,20,4.33161868040062
35,-94,22,4.22317822631915
35,-94,24,4.1079759203101
35,-94,26,3.98673647861914
35,-94,28,3.86010252918471
35,-94,30,3.72865638786044
35,-94,32,3.59294476988502
35,-94,34,3.45350359670322
35,-94,36,3.31088035827098
35,-94,38,3.1656519885426
35,-94,40,3.01843684036233
35,-94,42,2.86990003322752
35,-94,44,2.72075212307269
35,-94,46,2.57174164581622
35,-94,48,2.42364256847642
35,-94,50,2.27723801321908
35,-94,52,2.13330178935599
35,-94,54,1.99257928220403
35,-94,56,1.85576912654176
35,-94,58,1.7235068671769
35,-94,60,1.59635151630417
35,-94,62,1.47477559397807
35,-94,64,1.35915891780677
35,-94,66,1.24978611815434
35,-94,68,1.14684761492166
35,-94,70,1.05044361210527
35,-94,72,0.960590549748889
35,-94,74,0.877229396147144
35,-94,76,0.800235158183322
35,-94,78,0.729427023726231
35,-94,80,0.664578615335678
35,-94,82,0.605427917803734
35,-94,84,0.551686533364328
35,-94,86,0.50304800979569
35,-94,88,0.459195072387369
35,-94,90,0.419805667264525
35,-94,92,0.384557789170594
35,-94,94,0.353133121340671
35,-94,96,0.325219559484374
35,-94,98,0.30051272773927
35,-94,100,0.278716623622798
35,-94,102,0.259543553283945
35,-94,104,0.242713539133618
35,-94,106,0.22795339999058
35,-94,108,0.214995719200686
35,-94,110,0.203577927857284
35,-94,112,0.193441736437673
35,-94,114,0.184333146189788
35,-94,116,0.176003258093939
35,-94,118,0.168210068450897
35,-94,120,0.160721392447632
35,-94,122,0.153318987440044
35,-94,124,0.145803854611733
35,-94,126,0.138002581852008
35,-94,128,0.129774456047783
35,-94,130,0.121018927332472
35,-94,132,0.111682863370915
35,-94,134,0.101766904908382
35,-94,136,0.0913301443251962
35,-94,138,0.080492318042509
35,-94,140,0.0694327512200715
35,-94,142,0.0583854343035786
35,-94,144,0.0476298519332234
35,-94,146,0.0374775196505927
35,-94,148,0.0282545924001717
35,-94,150,0.0202813558718549
35,-94,152,0.0138498495065968
35,-94,154,0.00920124294844192
35,-94,156,0.00650483968493115
35,-94,158,0.00584066420696928
35,-94,160,0.0071874701233851
35,-94,162,0.010417677249794
35,-94,164,0.0153002235926666
