0.1,-39.2164872990117,-0.0090402587139855
0.11975,-37.6327202285932,-0.010177364638807
0.1395,-36.2856072311862,-0.0114796735056341
0.15925,-35.1118131230793,-0.0129322329716354
0.179,-34.0703703485096,-0.0145204277720439
0.19875,-33.1332588336349,-0.0162305208885634
0.2185,-32.2804685548311,-0.0180500528652172
0.23825,-31.4972074589263,-0.0199681022216644
0.258,-30.7722263714837,-0.0219754224897103
0.27775,-30.0967652592896,-0.0240644783396047
0.2975,-29.4638640558825,-0.0262294054661784
0.31725,-28.8678969512685,-0.0284659177350377
0.337,-28.3042487558525,-0.0307711819244793
0.35675,-27.7690844400006,-0.0331436763739588
0.3765,-27.2591814403969,-0.0355830457608492
0.39625,-26.7718052552684,-0.0380899605490548
0.416,-26.3046155278125,-0.0406659866070259
0.43575,-25.8555940131192,-0.0433134681292136
0.4555,-25.4229885265247,-0.0460354252629137
0.47525,-25.005268750436,-0.0488354666437408
0.495,-24.601090970832,-0.0517177162658174
0.51475,-24.2092696303969,-0.0546867536517377
0.5345,-23.8287541515695,-0.0577475660530825
0.55425,-23.4586098818578,-0.0609055113323876
0.574,-23.098002298951,-0.0641662901980121
0.59375,-22.7461838196481,-0.0675359265446922
0.6135,-22.4024827080169,-0.0710207547664457
0.63325,-22.0662936905193,-0.0746274130367622
0.653,-21.737069970119,-0.0783628416809324
0.67275,-21.4143163953061,-0.0822342858900445
0.6925,-21.0975835889491,-0.086249302141001
0.71225,-20.7864628797723,-0.0904157677902311
0.732,-20.4805819088357,-0.0947418933998563
0.75175,-20.1796008066881,-0.0992362374342964
0.7715,-19.8832088553532,-0.103907723033253
0.79125,-19.5911215641029,-0.10876565662513
0.811,-19.3030780998837,-0.113819748193889
0.83075,-19.0188390229313,-0.119080133053538
0.8505,-18.7381842859886,-0.124557395018938
0.87025,-18.4609114620222,-0.130262590890129
0.89,-18.1868341706681,-0.136207276191086
0.90975,-17.9157806780714,-0.142403532123257
0.9295,-17.6475926484765,-0.148863993710054
0.94925,-17.3821240290136,-0.155601879121351
0.969,-17.1192400517245,-0.16263102017731
0.98875,-16.8588163390624,-0.169965894038913
1.0085,-16.6007381009557,-0.177621656098763
1.02825,-16.3448994130995,-0.185614174090353
1.048,-16.0912025674848,-0.193960063437069
1.06775,-15.8395574873204,-0.202676723864073
1.0875,-15.589881199487,-0.211782377296977
1.10725,-15.3420973585087,-0.221296107070811
1.127,-15.0961358167535,-0.231237898471484
1.14675,-14.8519322362039,-0.241628680629608
1.1665,-14.609427737679,-0.252490369783318
1.18625,-14.3685685838639,-0.26384591392248
1.206,-14.129305892905,-0.275719338821599
1.22575,-13.8915953796875,-0.288135795462529
1.2455,-13.6553971222171,-0.301121608840978
1.26525,-13.4206753507968,-0.314704328142625
1.285,-13.1873982579185,-0.328912778265304
1.30475,-12.9555378269973,-0.343777112653349
1.3245,-12.7250696782433,-0.359328867398444
1.34425,-12.4959729301261,-0.375601016548521
1.364,-12.2682300750108,-0.39262802855198
1.38375,-12.0418268676615,-0.410445923749021
1.4035,-11.8167522254039,-0.429092332804913
1.42325,-11.5929981388188,-0.448606555961788
1.443,-11.3705595919105,-0.469029622965808
1.46275,-11.1494344907495,-0.49040435350545
1.4825,-10.9296235996361,-0.512775417974282
1.50225,-10.7111304838715,-0.53618939834785
1.522,-10.4939614582507,-0.560694848939392
1.54175,-10.2781255404141,-0.58634235677321
1.5615,-10.0636344082123,-0.613184601287716
1.58125,-9.85050236024527,-0.641276413052752
1.601,-9.63874627874532,-0.670674831158139
1.62075,-9.42838559397229,-0.701439158902626
1.6405,-9.21944224928668,-0.733631017385319
1.66025,-9.01194066606242,-0.767314396575406
1.68,-8.80590770759272,-0.802555703411371
1.69975,-8.60137264113568,-0.83942380645861
1.7195,-8.39836709723797,-0.877990076635007
1.73925,-8.19692502546887,-0.918328423498692
1.759,-7.99708264569222,-0.96051532658178
1.77875,-7.79887839400326,-1.0046298612494
1.7985,-7.60235286246059,-1.05075371856589
1.81825,-7.40754873175305,-1.09897121866121
1.838,-7.21451069595773,-1.14936931711113
1.85775,-7.02328537857015,-1.20203760387643
1.8775,-6.83392123902216,-1.25706829439084
1.89725,-6.64646846894884,-1.31455621244464
1.917,-6.46097887752321,-1.37459876458484
1.93675,-6.27750576524872,-1.43729590584152
1.9565,-6.09610378568492,-1.50275009669789
1.97625,-5.91682879468208,-1.57106625134719
1.996,-5.73973768681684,-1.64235167742505
2.01575,-5.56488821885249,-1.71671600757203
2.0355,-5.39233882019582,-1.79427112336696
2.05525,-5.22214839048478,-1.87513107237858
2.075,-5.05437608461902,-1.95941197931004
2.09475,-4.88908108573481,-2.04723195245677
2.1145,-4.72632236682693,-2.1387109869629
2.13425,-4.56615844192914,-2.23397086664228
2.154,-4.40864710797875,-2.33313506642556
2.17375,-4.25384517870677,-2.43632865780259
2.1935,-4.10180821210803,-2.54367821994674
2.21325,-3.95259023325169,-2.65531175953152
2.233,-3.80624345438689,-2.77135864257815
2.25275,-3.66281799447514,-2.89194954200162
2.2725,-3.52236160043621,-3.01721640485086
2.29225,-3.38491937252215,-3.14729244356361
2.312,-3.25053349633009,-3.28231215587718
2.33175,-3.11924298402398,-3.42241137835304
2.3515,-2.99108342735543,-3.56772737878762
2.37125,-2.86608676505023,-3.71839899309597
2.391,-2.74428106705948,-3.87456681257584
2.41075,-2.62569033805999,-4.03637342779375
2.4305,-2.51033434242963,-4.20396373569291
2.45025,-2.39822845271996,-4.37748531691913
2.47,-2.28938352340433,-4.55708889081229
2.48975,-2.18380579139832,-4.74292885603995
2.5095,-2.08149680453656,-4.93516392548186
2.52925,-1.98245337885116,-5.13395786474224
2.549,-1.88666758514001,-5.33948034460878
2.56875,-1.79412676494496,-5.55190791893961
2.5885,-1.70481357568922,-5.77142514089627
2.60825,-1.61870606435696,-5.99822583221954
2.628,-1.53577776874593,-6.23251452244293
2.64775,-1.45599784499128,-6.47450807765474
2.6675,-1.37933121975412,-6.72443754176913
2.68725,-1.30573876519691,-6.98255021739679
2.707,-1.23517749463425,-7.24911201849472
2.72675,-1.16760077655624,-7.5244101332502
2.7465,-1.10295856457485,-7.80875604340006
2.76625,-1.04119764074146,-8.10248895576803
2.786,-0.982261869628464,-8.40597971368732
2.80575,-0.926092460555637,-8.71963527076838
2.8255,-0.872628235372376,-9.04390382796429
2.84525,-0.821805899276052,-9.37928075811668
2.865,-0.773560312250777,-9.72631547151238
2.88475,-0.727824758845397,-10.0856194132851
2.9045,-0.6845312141694,-10.4578754312354
2.92425,-0.643610604166052,-10.8438488141798
2.944,-0.604993058417759,-11.2444003808929
2.96375,-0.568608153944681,-11.6605021044363
2.9835,-0.534385148669261,-12.0932558950917
3.00325,-0.502253203432042,-12.5439163497681
3.023,-0.472141591653851,-13.0139185245193
3.04275,-0.443979895942927,-13.5049121254569
3.0625,-0.417698191139688,-14.018803979376
3.08225,-0.393227213474168,-14.5578112941004
3.102,-0.370498515679879,-15.1245291321564
3.12175,-0.349444608061747,-15.7220168236492
3.1415,-0.329999085653571,-16.3539099227629
3.16125,-0.31209674172225,-17.0245670530435
3.181,-0.295673667981232,-17.7392650240465
3.20075,-0.280667341965034,-18.5044615852509
3.2205,-0.267016702090392,-19.3281540339162
3.24025,-0.254662210988828,-20.2203747383356
3.26,-0.243545907740611,-21.1938821570165
3.27975,-0.233611449673069,-22.265125418785
3.2995,-0.224804144407169,-23.4555642364874
3.31925,-0.217070972847452,-24.7933358035798
3.339,-0.210360603812142,-26.3147569726653
3.35875,-0.204623400994278,-28.0629171565507
3.3785,-0.199811422932,-30.0711440454292
3.39825,-0.195878416647707,-32.2814697586467
3.418,-0.192779805592846,-34.2562322396898
3.43775,-0.190472672508403,-34.865181555283
3.4575,-0.188915737781725,-33.6153805068505
3.47725,-0.188069333848787,-31.5938105702175
3.497,-0.187895376158119,-29.6208684158657
3.51675,-0.188357331178994,-27.8995670211946
3.5365,-0.189420181902624,-26.4260790401916
3.55625,-0.19105039125136,-25.1582111229173
3.576,-0.193215863777776,-24.0553517280701
3.59575,-0.195885906003313,-23.0850750508657
3.6155,-0.199031185714883,-22.2225304540035
3.63525,-0.202623690508009,-21.4487277181329
3.655,-0.206636685836628,-20.7490173842601
3.67475,-0.211044672802774,-20.1119465586826
3.6945,-0.215823345894086,-19.5284338814213
3.71425,-0.220949550853376,-18.9911791327219
3.734,-0.226401242842654,-18.494238315487
3.75375,-0.232157445043631,-18.0327144379241
3.7735,-0.238198207818175,-17.6025295500295
3.79325,-0.244504568535218,-17.2002544114018
3.813,-0.251058512155498,-16.8229795360455
3.83275,-0.257842932651692,-16.4682163296143
3.8525,-0.264841595329827,-16.1338203952969
3.87225,-0.272039100107475,-15.8179313755751
3.892,-0.279420845795923,-15.5189252755355
3.91175,-0.286972995427004,-15.235376313706
3.9315,-0.294682442660745,-14.9660261226249
3.95125,-0.30253677930796,-14.7097586755218
3.971,-0.310524264002271,-14.4655797157179
