1.000000000000000000e+00,7.938067531013599451e-03,3.408561549554399761e+01,9.917095656959700190e-01,-4.139021454427499691e+00
1.064000010490399939e+00,8.170263939099800185e-03,3.529628017467800305e+01,9.916583201256800040e-01,-4.403530894212400071e+00
1.128000020980800100e+00,8.408946210599600735e-03,3.640474841919500193e+01,9.916039192728199891e-01,-4.667968885184699879e+00
1.192000031471299959e+00,8.653429056332000505e-03,3.741706961893400063e+01,9.915466269829600332e-01,-4.932333093145600422e+00
1.256000041961699898e+00,8.903077915527300365e-03,3.833924279326100049e+01,9.914862839078899537e-01,-5.196619215564999728e+00
1.320000052452100059e+00,9.157313936991200165e-03,3.917705739349599980e+01,9.914230887806899650e-01,-5.460823712140899566e+00
1.383999943733200011e+00,9.415606733668400313e-03,3.993608275661100038e+01,9.913569396002800405e-01,-5.724943250412099616e+00
1.447999954223599950e+00,9.677470764352500213e-03,4.062161344817000241e+01,9.912879103423100080e-01,-5.988973514589000402e+00
1.511999964714100031e+00,9.942460214089600401e-03,4.123866512154700104e+01,9.912161360969899970e-01,-6.252911860850299597e+00
1.575999975204499970e+00,1.021017122224599991e-02,4.179193801628999694e+01,9.911413907586400507e-01,-6.516755693489000301e+00
1.639999985694899909e+00,1.048023148531800064e-02,4.228583357874300219e+01,9.910641586331500053e-01,-6.780498615661899819e+00
1.703999996185300070e+00,1.075229719218099948e-02,4.272447666111099807e+01,9.909839182690299841e-01,-7.044142165373600051e+00
1.768000006675700009e+00,1.102605963655199986e-02,4.311167428321199679e+01,9.909010929602699580e-01,-7.307680978703600339e+00
1.832000017166099948e+00,1.130122574067900058e-02,4.345099457137499854e+01,9.908157430650299524e-01,-7.571109386350199699e+00
1.896000027656600029e+00,1.157753407925100030e-02,4.374571766486599955e+01,9.907276443424900547e-01,-7.834429535185700288e+00
1.960000038146999968e+00,1.185474262407600066e-02,4.399891851566599854e+01,9.906371542060800062e-01,-8.097635524875299140e+00
2.023999929428100142e+00,1.213262108479399963e-02,4.421340723793500160e+01,9.905441578050000473e-01,-8.360725919530599626e+00
2.088000059127800068e+00,1.241096651007599951e-02,4.439180872055599991e+01,9.904485980438999526e-01,-8.623698869958200675e+00
2.151999950408900020e+00,1.268958391919900071e-02,4.453655330422199654e+01,9.903507086498799517e-01,-8.886549053593400416e+00
2.216000080108599946e+00,1.296829596151399984e-02,4.464988372581200338e+01,9.902504926331300306e-01,-9.149275626569000508e+00
2.279999971389799818e+00,1.324693688898800036e-02,4.473387834982099776e+01,9.901480108286000448e-01,-9.411877158414300837e+00
2.344000101089500188e+00,1.352535195910900025e-02,4.479047272118800294e+01,9.900432566383500221e-01,-9.674350163763399735e+00
2.407999992370600140e+00,1.380339962418400054e-02,4.482144641179200306e+01,9.899362906591500089e-01,-9.936693946235099162e+00
2.471999883651700092e+00,1.408094324392999974e-02,4.482845472215500138e+01,9.898272259540700224e-01,-1.019890541627400005e+01
2.536000013351400018e+00,1.435785741217700077e-02,4.481304160565299810e+01,9.897161153034500503e-01,-1.046098196979500017e+01
2.599999904632599890e+00,1.463402844835899955e-02,4.477663852396800337e+01,9.896029569732099906e-01,-1.072292326279699992e+01
2.664000034332299816e+00,1.490934376233600013e-02,4.472057626003100239e+01,9.894879211572400468e-01,-1.098472611224699946e+01
2.727999925613400212e+00,1.518370171547600046e-02,4.464608848267300090e+01,9.893708869833199859e-01,-1.124639134522699990e+01
2.792000055313100138e+00,1.545700838650100085e-02,4.455431500675099699e+01,9.892521390805599779e-01,-1.150791422908799966e+01
2.855999946594200090e+00,1.572917101294400016e-02,4.444634548164400201e+01,9.891315575424000084e-01,-1.176929632673400050e+01
2.920000076293900015e+00,1.600010149967200090e-02,4.432318108978199689e+01,9.890092524236999694e-01,-1.203053558366899978e+01
2.983999967575099888e+00,1.626972717889400150e-02,4.418574473999999697e+01,9.888853293301099745e-01,-1.229162896315800069e+01
3.048000097274799813e+00,1.653796654923600160e-02,4.403492310703399681e+01,9.887597824153200321e-01,-1.255257648087500044e+01
