0.1,-9.02441527023609,-3.6366874579479,-4.0662422325497
0.1265,-8.75749672491597,-3.68646207721743,-4.33810848347619
0.153,-8.46172622059406,-3.7436247993252,-4.65103141926889
0.1795,-8.14925674688839,-3.80749658515186,-4.99844331171839
0.206,-7.83010413724808,-3.87734105804873,-5.37451316519206
0.2325,-7.51219880090883,-3.95233352039633,-5.77432775576713
0.259,-7.20148628062054,-4.03161436524538,-6.19382459082834
0.2855,-6.9021998459525,-4.114311288596,-6.62956466918862
0.312,-6.61718821807085,-4.19956067835614,-7.07841066888804
0.3385,-6.34826060045419,-4.28649897942171,-7.53714436896418
0.365,-6.09637990405179,-4.37430788204721,-8.00205278172283
0.3915,-5.86194878853218,-4.46219022592118,-8.46845561387042
0.418,-5.64494387111894,-4.54939842180191,-8.93020149895562
0.4445,-5.44504502242817,-4.63523608972069,-9.37913988426143
0.471,-5.26175120233309,-4.71905720912303,-9.80463510427256
0.4975,-5.0944589430702,-4.80025867344983,-10.1932726306047
0.524,-4.94249689247305,-4.87829794917648,-10.5289839591968
0.5505,-4.80517804583159,-4.95268085545382,-10.7938940876313
0.577,-4.68183148631784,-5.02295621230829,-10.9701346482814
0.6035,-4.57180821820712,-5.08872595004075,-11.0425570935455
0.63,-4.47450398056975,-5.14963369430092,-11.0018103117951
0.6565,-4.38936877202917,-5.20536262545966,-10.8467771078318
0.683,-4.31590715588073,-5.25563474494208,-10.5854159063023
0.7095,-4.25368265077683,-5.30021121373695,-10.233745692355
0.736,-4.20232781144919,-5.33887969267425,-9.81359352060524
0.7625,-4.16153139693363,-5.37146701269131,-9.35008911469694
0.789,-4.13105303173426,-5.39782761030758,-8.8697796083485
0.8155,-4.11071342298912,-5.41785354798525,-8.39947651274696
0.842,-4.1003982104114,-5.43147890853948,-7.96554999650822
0.8685,-4.10005778244954,-5.43868639276467,-7.59302417603423
0.895,-4.10970842216547,-5.43951605761438,-7.30393564863221
0.9215,-4.12942914924441,-5.43406736004606,-7.11482642754163
0.948,-4.15936769987219,-5.4224884238484,-7.03393418968304
